id,title,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,variety,winery
656,Stoller 2013 Nancy's Pinot Noir,US,"This cuvée is made with the oldest Pommard clones in the estate vineyard. It's a sharp-edged, reserve-level wine with a defining streak of peppery herb. The black fruits and barrel flavors of licorice, espresso and dark chocolate promise further depth as it ages. Drink 2020–2030.",Nancy's,92,70.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Pinot Noir,Stoller
657,Fable Mountain 2011 Night Sky Red,South Africa,"The 2011 Night Sky shows more earthy character than the 2012, as upfront aromas of soil, blackberry leaf and pepper are grounded by ripe fruit tones of black currant, plum and mulberry. Medium weight on the palate, with velvety tannins that grip through the long, spicy finish. The dense, tight mouthfeel, firm structure and overall balance suggest this wine will age well through 2022.",Night Sky,92,50.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,Rhône-style Red Blend,Fable Mountain
658,Vine Cliff 2013 Chardonnay,US,"This full-bodied wine has a voluptuous entry that's slightly tropical in pineapple and Asian pear, as well as vanilla-layered oak. The expansive beginning segues smoothly into a higher-wire act of minerality, finishing fleshy and fresh.",,90,40.0,California,Los Carneros,Napa-Sonoma,Virginie Boone,@vboone,Chardonnay,Vine Cliff
659,Va Piano 2012 Cabernet Sauvignon,US,"This wine brings aromas of blackberry, dates and spice. The palate displays abundant cherry flavors with lightly chalky tannins.",,90,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Va Piano
660,Y Rousseau 2012 Le Roi Soleil Cabernet Sauvignon,US,"Syrupy thick at first, decadent enough for a king, this rich red is defined by vanilla French toast and blackberry jam aromas and flavors. It finds balance midway through on the palate, veering into crisper red tones of cranberry and rhubarb. Time will help mellow things out. Cellar through 2020.",Le Roi Soleil,90,80.0,California,Mount Veeder,Napa,Virginie Boone,@vboone,Cabernet Sauvignon,Y Rousseau
661,Monte Volpe 2013 Pinot Grigio,US,"Livelier than usual in texture and popping with bright citrus aromas and flavors, this light-bodied and barrel-fermented wine is a great palate-cleanser and will pair beautifully with dishes like raw oysters and herbed goat cheese. It smells and tastes like lemon, lime, green apple and kiwi, and has great balance.",,90,15.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Pinot Grigio,Monte Volpe
662,Palladino 2011 Ornato,Italy,"Aromas of red berry, rose and cake spices lead the way on this ripe, forward Barolo. The round palate offers black cherry, raspberry, licorice and white pepper alongside polished tannins. It's already extremely accessible, so don't leave it in the cellar for too long. Drink 2016–2021.",Ornato,90,65.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Palladino
663,Paradise Ridge 2012 Rockpile Vineyard Cabernet Sauvignon,US,"Ripe black cherry and vanilla swirl around notes of cedar and dusty tannins, combining seamlessly on the palate. From an appellation not known for the variety, it does justice to mountain fruit and power, finishing with substance.",Rockpile Vineyard,90,65.0,California,Rockpile,Sonoma,Virginie Boone,@vboone,Cabernet Sauvignon,Paradise Ridge
664,Pecchenino 2013 Siri d'Jermu,Italy,"This structured Dolcetto offers aromas of blue- and black-skinned fruit, violet, chopped herbs and kitchen spices. The vibrant palate delivers black cherry, black currant, clove, tobacco and anise while firm, refined tannins provide the framework.",Siri d'Jermu,90,35.0,Piedmont,Dogliani Superiore,,Kerin O’Keefe,@kerinokeefe,Dolcetto,Pecchenino
665,Poderi Colla 2013 Costa Bruna,Italy,"Fruity aromas of mature berry mingle with notes of dark cooking spice and chopped herbs on this savory, medium-bodied red. The round, concentrated palate offers juicy black cherry, crushed raspberry, clove and tobacco framed in firm acidity and a velvety texture.",Costa Bruna,90,25.0,Piedmont,Barbera d'Alba,,Kerin O’Keefe,@kerinokeefe,Barbera,Poderi Colla
666,Poet's Leap 2014 Riesling,US,"This warm-vintage wine is more aromatically reticent than recent vintages, with notes of stone fruit, slate and mineral. It drinks a hair off dry, with depth to the lightly spritzy fruit flavors and razor-sharp acidity.",,90,20.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Riesling,Poet's Leap
667,Rafael Cambra 2012 Soplo Garnacha Tintorera,Spain,"Perfumed plum and raspberry aromas are slightly earthy and leathery. This is medium-to-full in body, with smooth, chunky tannins. Earthy, lightly baked plum and wild-berry flavors finish loamy and expansive. Drink through 2017.",Soplo,90,15.0,Levante,Valencia,,Michael Schachner,@wineschach,Garnacha Tintorera,Rafael Cambra
668,Raphael 2014 Virgin Berry Riesling,US,"While dry in style, this lithe, delicately framed Riesling packs a punch of ripe, rich tropical fruit. It's blossomy and buoyantly fruity, yet brashly mineral as well. Made using “virgin berries”, uniquely seedless grapes with a tendency towards exuberant aroma and flavor concentration.",Virgin Berry,90,26.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Riesling,Raphael
669,Seven Hills 2013 McClellan Estate Vineyard Malbec,US,"All varietal, this wine offers unique aromas of toast, fig, dried herb and exotic spice. The purple fruit flavors are deft in style with a pleasing sense of balance, length and texture.",McClellan Estate Vineyard,90,30.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Malbec,Seven Hills
670,Snoqualmie 2013 Eco Made with Organic Grapes Cabernet Sauvignon,US,"Dark berry, herb and fig aromas lead to dense, full and palate-coating dark fruit flavors. It checks all the boxes for varietal correctness, concentration and value.",Eco Made with Organic Grapes,90,13.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Snoqualmie
671,Stags' Leap Winery 2012 Petite Sirah,US,"The winery's larger bottling of the variety, one it has mastered for decades, this wine is a mix of baked plum and rustic leather notes. It's softly tannic, with pronounced jolts of tobacco and black pepper. With small amounts of other Rhône varieties, from Syrah to Viognier, it meanders to the finish, with a distinct trace of minerality.",,90,45.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Petite Sirah,Stags' Leap Winery
672,The Grapes of Roth 2014 Dry Riesling,US,"Similarly to it's Virgin Berry sibling, Roth's regular label Dry Riesling has a distinctly green, woodsy tone lending an alpine feel to sweet-tart peach and apricot flavors. It's brisk and fine-footed, yet zesty tangerine and grapefruit acidity persist long on the finish.",Dry,90,26.0,New York,Long Island,Long Island,Anna Lee C. Iijima,,Riesling,The Grapes of Roth
673,The Withers Winery 2013 Charles Vineyard Pinot Noir,US,"This is a full-bodied and full-flavored wine with rich and deep aromas, ripe fruit flavors and a texture that feels substantial but polished. It starts with black cherry and woodsy aromas, then goes to lively but broad cherry, plum and nutmeg notes. The finish stays flavorful and dry.",Charles Vineyard,90,44.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Pinot Noir,The Withers Winery
674,Truchard 2012 Estate Cabernet Sauvignon,US,"From a knoll in Carneros, oft thought of as chilly for Cabernet, this wine exhibits cooler aspects of the variety, from pencil lead and cedar to dried herb. It is complemented by fruitier characteristics of cassis and plum, finishing in dusty, structured tannins. Cellar through 2017–2020.",Estate,90,38.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Cabernet Sauvignon,Truchard
675,Acacia 2013 Pinot Noir,US,"Smoky cinnamon and nutmeg pierce the entry of this wine, a dense, full-bodied expression of place. Layers of rich cherry and strawberry lie over classic varietal earthiness, finishing medium in length.",,90,28.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Pinot Noir,Acacia
676,Array 2012 Dijon Clone Chardonnay,US,"Otis Harlan Vineyard in the Rattlesnake Hills provides the fruit for this wine. Distinctive aromas of lees, almond, toast and grass lead to creamy stone-fruit flavors that show persistence on the finish.",Dijon Clone,90,32.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Chardonnay,Array
677,Baracchi Riccardo 2011 Smeriglio Riserva Syrah,Italy,"Full-bodied and concentrated, this opens with aromas of crushed black plum, spicy blueberry, vanilla and dried sage. The dense, warm palate delivers dried black cherry, blackberry extract, oak and black pepper alongside velvety tannins. The soft acidity shows the heat of the vintage, so enjoy soon.",Smeriglio Riserva,90,50.0,Tuscany,Cortona,,Kerin O’Keefe,@kerinokeefe,Syrah,Baracchi Riccardo
678,Baracchi Riccardo 2012 Smeriglio Syrah,Italy,"Aromas of dark-skinned fruit, cedar and allspice lead the nose on this smooth, full-bodied red. The structured palate doles out mature black currant, black cherry, peppercorn and espresso that follow through to the finish. Soft acidity and ripe, firm tannins provide the framework. Drink 2016–2022.",Smeriglio,90,35.0,Tuscany,Cortona,,Kerin O’Keefe,@kerinokeefe,Syrah,Baracchi Riccardo
679,Barrister 2012 Sagemoor Cabernet Sauvignon,US,"Brooding aromas of barrel spice, black cherry, coffee bean and herb lead to tart, focused fruit and barrel flavors that linger.",Sagemoor,90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Barrister
680,Bodegas Berceo 2011 Selección Crianza,Spain,"Plum, prune and raspberry aromas are solid. This shows a bright, juicy palate along with traditional Rioja flavors of vanilla, tobacco, savory oak and dried red-berry fruits. Drink through 2018.",Selección Crianza,90,25.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Tempranillo Blend,Bodegas Berceo
681,Bunnell 2011 ALX Syrah,US,"All Syrah, this blend of Yakima Valley and Wahluke Slope fruit offers aromas and flavors of cocoa, vanilla, pepper and dark cherry. The pleasing interplay of fruit and barrel comes with a soft, pillowy feel.",ALX,90,42.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Syrah,Bunnell
682,Castello di Neive 2011 Metodo Classico Pinot Nero,Italy,"Made entirely with Pinot Nero, this elegant sparkler offers aromas of rose and red berry. The vibrant, focused palate delivers cherry, strawberry and a hint of cake spices alongside bright acidity and an elegant perlage.",Metodo Classico,90,45.0,Piedmont,Piemonte,,Kerin O’Keefe,@kerinokeefe,Pinot Nero,Castello di Neive
683,Castello di Querceto 2010 Cignale Red,Italy,"Aromas of underbrush, charred earth and a hint of cedar lead the nose on this blend of Cabernet Sauvignon and 10% Merlot. The extracted palate delivers mature black currant, dried blackberry, espresso and black pepper alongside dusty tannins.",Cignale,90,70.0,Tuscany,Colli della Toscana Centrale,,Kerin O’Keefe,@kerinokeefe,Red Blend,Castello di Querceto
684,Chateau Ste. Michelle 2012 Canoe Ridge Vineyard Cabernet Sauvignon,US,"This wine is aromatically reserved with notes of milk chocolate, char, berry, barrel spices and high-toned herbs. It's silky and polished in feel, with richness and elegance to the coffee flavors.",Canoe Ridge Vineyard,90,30.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Chateau Ste. Michelle
685,Cobb 2012 Emmaline Ann Vineyard Pinot Noir,US,"This wine pushes the notion of low alcohol, giving soft and subtle an extreme definition. As such, it will not please everyone. Earthy spice and an exotic notion of orange blossom dance around a light, clear body and high-toned minerality. It hails from a foggy, shaded vineyard in Freestone.",Emmaline Ann Vineyard,90,75.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Pinot Noir,Cobb
686,Comm. G. B. Burlotto 2011 Acclivi,Italy,"This opens with aromas of underbrush, leather, berry and a balsamic note. The forward palate offers dried cherry, white pepper, tobacco and the warmth of alcohol alongside firm tannins. Drink this sooner rather than later.",Acclivi,90,53.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Nebbiolo,Comm. G. B. Burlotto
687,Cooper-Garrod 2012 Gravel Ridge Vineyard Chardonnay,US,"Straw-yellow in the glass, this wine from organically grown, nearly 35-year-old vines shows iodine, citrus pith, yogurt and seared lemon peels in the restrained, minerally nose. The even-keeled, focused palate seamlessly integrates dairy elements with tangerine rinds and a mellow acidity.",Gravel Ridge Vineyard,90,29.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Chardonnay,Cooper-Garrod
688,Mosquito Fleet 2011 Reserve 34 Cabernet Sauvignon,US,"This appealing wine displays aromas of cherry, plum, cocoa, pencil lead and Mounds Bar. It's reserved in style with tart cranberry and cherry flavors, showing a good sense of acid balance along with grainy tannins.",Reserve 34,91,90.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Cabernet Sauvignon,Mosquito Fleet
689,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red,US,"From vineyards in the high-desert Cuyama Valley comes this blend of 40% Cabernet Sauvignon, 25% Tempranillo, 20% Grenache and 15% Petite Sirah. On the nose, it shows chopped fresh mint, rose blossoms, fennel, black cherries and teriyaki beef jerky. Black pepper and soy mark the palate, along with blackberry juice and a slate-driven minerality.",Quattro Santa Barbara Highlands Vineyard,91,35.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Red Blend,Nadia
